"qtl_id"	"gene"	"chr"
"QTL:5259"	"SRP9"	"10"
"QTL:2927"	"MFNG"	"5"
"QTL:5229"	"DEFB124"	"17"
"QTL:8799"	"CU571095.1"	"4"
"QTL:5225"	"CU571095.1"	"4"
"QTL:5256"	"CU571095.1"	"4"
"QTL:276"	"PNLDC1"	"1"
"QTL:24288"	"C12orf10"	"5"
"QTL:2927"	"C12orf10"	"5"
"QTL:24288"	"KLRA1"	"5"
"QTL:5257"	"MEP1A"	"7"
"QTL:277"	"IDH2"	"7"
"QTL:5257"	"IDH2"	"7"
"QTL:24289"	"KPTN"	"6"
"QTL:5226"	"KPTN"	"6"
"QTL:24289"	"CPTP"	"6"
"QTL:5226"	"CPTP"	"6"
"QTL:8665"	"CPTP"	"6"
"QTL:5226"	"MEP1B"	"6"
"QTL:583"	"MEP1B"	"6"
"QTL:5226"	"DAB1"	"6"
"QTL:5223"	"CTIF"	"1"
"QTL:5255"	"CTIF"	"1"
"QTL:6481"	"CTIF"	"1"
"QTL:5223"	"CERS3"	"1"
"QTL:5255"	"CERS3"	"1"
"QTL:6481"	"CERS3"	"1"
"QTL:5223"	"PALM2"	"1"
"QTL:5255"	"PALM2"	"1"
"QTL:6463"	"PALM2"	"1"
"QTL:6480"	"PALM2"	"1"
"QTL:5256"	"MCM4"	"4"
"QTL:5256"	"NUF2"	"4"
"QTL:5229"	"GSS"	"17"
"QTL:5229"	"SCAND1"	"17"
"QTL:5229"	"SPO11"	"17"
"QTL:5224"	"AGFG2"	"3"
"QTL:5224"	"ABHD11"	"3"
"QTL:5224"	"ZNF689"	"3"
"QTL:5224"	"PRR35"	"3"
"QTL:6465"	"PRR35"	"3"
"QTL:5224"	"ASTL"	"3"
"QTL:6465"	"ASTL"	"3"
"QTL:5224"	"MITD1"	"3"
"QTL:6465"	"MITD1"	"3"
"QTL:5224"	"C2orf73"	"3"
"QTL:5224"	"GPATCH11"	"3"
"QTL:5224"	"SUPT7L"	"3"
"QTL:8797"	"SUPT7L"	"3"
"QTL:8798"	"SUPT7L"	"3"
"QTL:37450"	"ZNF519"	"8"
"QTL:4253"	"ZNF519"	"8"
"QTL:1100"	"ZNF519"	"8"
"QTL:1110"	"DCTN3"	"10"
"QTL:5259"	"DCTN3"	"10"
"QTL:5228"	"DAB2"	"16"
"QTL:8812"	"DAB2"	"16"
"QTL:37471"	"FBXO4"	"16"
"QTL:5228"	"FBXO4"	"16"
"QTL:8812"	"FBXO4"	"16"
"QTL:5228"	"THG1L"	"16"
"QTL:5227"	"MIF4GD"	"12"
"QTL:2929"	"C17orf64"	"12"
"QTL:5227"	"C17orf64"	"12"
"QTL:5261"	"C17orf64"	"12"
"QTL:595"	"C17orf64"	"12"
"QTL:6472"	"C17orf64"	"12"
"QTL:6479"	"C17orf64"	"12"
"QTL:5227"	"UTP6"	"12"
"QTL:5261"	"UTP6"	"12"
"QTL:595"	"UTP6"	"12"
"QTL:6472"	"UTP6"	"12"
"QTL:6479"	"UTP6"	"12"
"QTL:5227"	"GLTPD2"	"12"
"QTL:5261"	"GLTPD2"	"12"
"QTL:66300"	"GLTPD2"	"12"
"QTL:277"	"TRDC"	"7"
"QTL:5257"	"TRDC"	"7"
"QTL:8666"	"TRDC"	"7"
"QTL:5229"	"FASTKD5"	"17"
"QTL:5224"	"SPN"	"3"
"QTL:5226"	"RNF11"	"6"
"QTL:17547"	"MPPE1"	"6"
"QTL:5226"	"MPPE1"	"6"
"QTL:37440"	"ITGB1BP1"	"3"
"QTL:4250"	"ITGB1BP1"	"3"
"QTL:277"	"SIN3A"	"7"
"QTL:5257"	"SIN3A"	"7"
"QTL:4251"	"POMT2"	"7"
"QTL:5257"	"POMT2"	"7"
"QTL:8804"	"POMT2"	"7"
"QTL:8805"	"POMT2"	"7"
"QTL:17555"	"TYW3"	"6"
"QTL:5226"	"TYW3"	"6"
"QTL:583"	"TYW3"	"6"
"QTL:5223"	"RCL1"	"1"
"QTL:5255"	"RCL1"	"1"
"QTL:5259"	"ADSS"	"10"
"QTL:5228"	"FST"	"16"
"QTL:8812"	"FST"	"16"
"QTL:5228"	"G3BP1"	"16"
"QTL:24289"	"ZNF784"	"6"
"QTL:5226"	"ZNF784"	"6"
"QTL:8665"	"ZNF784"	"6"
"QTL:4253"	"G3BP2"	"8"
"QTL:1100"	"G3BP2"	"8"
"QTL:5225"	"ZNF704"	"4"
"QTL:5256"	"ZNF704"	"4"
"QTL:24289"	"ZNF628"	"6"
"QTL:5226"	"ZNF628"	"6"
"QTL:8665"	"ZNF628"	"6"
"QTL:2929"	"SYNRG"	"12"
"QTL:5227"	"SYNRG"	"12"
"QTL:5261"	"SYNRG"	"12"
"QTL:595"	"SYNRG"	"12"
"QTL:6472"	"SYNRG"	"12"
"QTL:6479"	"SYNRG"	"12"
"QTL:24288"	"ZNF384"	"5"
"QTL:5257"	"ALDH5A1"	"7"
"QTL:584"	"ALDH5A1"	"7"
"QTL:5257"	"MDGA1"	"7"
"QTL:5223"	"TRAF3IP2"	"1"
"QTL:6481"	"TRAF3IP2"	"1"
"QTL:5223"	"LYSMD2"	"1"
"QTL:5255"	"LYSMD2"	"1"
"QTL:6481"	"LYSMD2"	"1"
"QTL:5223"	"UACA"	"1"
"QTL:5255"	"UACA"	"1"
"QTL:5224"	"AMZ1"	"3"
"QTL:5224"	"EIF2AK1"	"3"
"QTL:5224"	"EIF2AK3"	"3"
"QTL:6465"	"EIF2AK3"	"3"
"QTL:5224"	"GPR75"	"3"
"QTL:585"	"CD38"	"8"
"QTL:37449"	"SRD5A3"	"8"
"QTL:4253"	"SRD5A3"	"8"
"QTL:1100"	"SRD5A3"	"8"
"QTL:4253"	"STBD1"	"8"
"QTL:1100"	"STBD1"	"8"
"QTL:1107"	"RBM17"	"10"
"QTL:1214"	"PIGA"	"X"
"QTL:1214"	"ACE2"	"X"
"QTL:5228"	"RAI14"	"16"
"QTL:1128"	"AMZ2"	"12"
"QTL:5227"	"AMZ2"	"12"
"QTL:5261"	"AMZ2"	"12"
"QTL:1128"	"ACE"	"12"
"QTL:5227"	"ACE"	"12"
"QTL:5261"	"ACE"	"12"
"QTL:6472"	"ACE"	"12"
"QTL:6479"	"ACE"	"12"
"QTL:4254"	"TOP2A"	"12"
"QTL:5227"	"TOP2A"	"12"
"QTL:5261"	"TOP2A"	"12"
"QTL:6472"	"TOP2A"	"12"
"QTL:6479"	"TOP2A"	"12"
"QTL:1128"	"ACE3"	"12"
"QTL:5227"	"ACE3"	"12"
"QTL:5261"	"ACE3"	"12"
"QTL:6472"	"ACE3"	"12"
"QTL:6479"	"ACE3"	"12"
"QTL:5226"	"CFAP57"	"6"
"QTL:585"	"CLRN2"	"8"
"QTL:24289"	"ZNF524"	"6"
"QTL:5226"	"ZNF524"	"6"
"QTL:8665"	"ZNF524"	"6"
"QTL:1100"	"GIMD1"	"8"
"QTL:8808"	"GIMD1"	"8"
"QTL:5223"	"CGA"	"1"
"QTL:5226"	"IFI44L"	"6"
"QTL:583"	"IFI44L"	"6"
"QTL:585"	"BST1"	"8"
"QTL:17547"	"ZNF362"	"6"
"QTL:17563"	"ZNF362"	"6"
"QTL:5226"	"ZNF362"	"6"
"QTL:8665"	"ZNF362"	"6"
"QTL:5223"	"MAMDC2"	"1"
"QTL:5255"	"MAMDC2"	"1"
"QTL:5257"	"DEFB133"	"7"
"QTL:2927"	"PLA2G6"	"5"
"QTL:24288"	"MTERF2"	"5"
"QTL:2927"	"MTERF2"	"5"
"QTL:24288"	"RHNO1"	"5"
"QTL:5257"	"MORF4L1"	"7"
"QTL:5257"	"ZFAND6"	"7"
"QTL:37443"	"SH3GL3"	"7"
"QTL:5257"	"SH3GL3"	"7"
"QTL:37443"	"BNC1"	"7"
"QTL:5257"	"BNC1"	"7"
"QTL:37447"	"FAM161B"	"7"
"QTL:4251"	"FAM161B"	"7"
"QTL:5257"	"FAM161B"	"7"
"QTL:8804"	"FAM161B"	"7"
"QTL:8805"	"FAM161B"	"7"
"QTL:24289"	"CCDC113"	"6"
"QTL:24289"	"B9D2"	"6"
"QTL:5226"	"B9D2"	"6"
"QTL:17555"	"NEXN"	"6"
"QTL:5226"	"NEXN"	"6"
"QTL:583"	"NEXN"	"6"
"QTL:5226"	"OMA1"	"6"
"QTL:276"	"DYNLT1"	"1"
"QTL:5223"	"NIN"	"1"
"QTL:5255"	"NIN"	"1"
"QTL:5223"	"HAUS6"	"1"
"QTL:5255"	"HAUS6"	"1"
"QTL:5223"	"SH3GL2"	"1"
"QTL:5255"	"SH3GL2"	"1"
"QTL:5223"	"FAM122A"	"1"
"QTL:5255"	"FAM122A"	"1"
"QTL:5229"	"NINL"	"17"
"QTL:5229"	"DNMT3B"	"17"
"QTL:5229"	"SNX21"	"17"
"QTL:5229"	"TP53RK"	"17"
"QTL:5224"	"METRN"	"3"
"QTL:6465"	"METRN"	"3"
"QTL:37438"	"ZC3H6"	"3"
"QTL:5224"	"ZC3H6"	"3"
"QTL:6465"	"ZC3H6"	"3"
"QTL:6474"	"ZC3H6"	"3"
"QTL:6482"	"ZC3H6"	"3"
"QTL:37438"	"ZC3H8"	"3"
"QTL:5224"	"ZC3H8"	"3"
"QTL:6465"	"ZC3H8"	"3"
"QTL:6474"	"ZC3H8"	"3"
"QTL:6482"	"ZC3H8"	"3"
"QTL:5224"	"SUCLG1"	"3"
"QTL:6465"	"SUCLG1"	"3"
"QTL:5224"	"STAMBP"	"3"
"QTL:6465"	"STAMBP"	"3"
"QTL:5224"	"FAM161A"	"3"
"QTL:6465"	"FAM161A"	"3"
"QTL:5224"	"NDUFAF7"	"3"
"QTL:4253"	"ETFDH"	"8"
"QTL:1100"	"ETFDH"	"8"
"QTL:5260"	"POLR1D"	"11"
"QTL:593"	"NDUFV1"	"2"
"QTL:593"	"AP5B1"	"2"
"QTL:593"	"CDC42EP2"	"2"
"QTL:5228"	"LCP2"	"16"
"QTL:8812"	"LCP2"	"16"
"QTL:5228"	"TTC1"	"16"
"QTL:1128"	"PRKAR1A"	"12"
"QTL:5227"	"PRKAR1A"	"12"
"QTL:5261"	"PRKAR1A"	"12"
"QTL:5227"	"ARRB2"	"12"
"QTL:5261"	"ARRB2"	"12"
"QTL:66300"	"ARRB2"	"12"
"QTL:17563"	"CAMK2N1"	"6"
"QTL:24289"	"CAMK2N1"	"6"
"QTL:5226"	"CAMK2N1"	"6"
"QTL:8665"	"CAMK2N1"	"6"
"QTL:24289"	"SBK2"	"6"
"QTL:5226"	"SBK2"	"6"
"QTL:8665"	"SBK2"	"6"
"QTL:1100"	"TIFA"	"8"
"QTL:8808"	"TIFA"	"8"
"QTL:5223"	"ACER2"	"1"
"QTL:5255"	"ACER2"	"1"
"QTL:2927"	"A4GALT"	"5"
"QTL:17547"	"FUCA1"	"6"
"QTL:17563"	"FUCA1"	"6"
"QTL:5226"	"FUCA1"	"6"
"QTL:8665"	"FUCA1"	"6"
"QTL:5224"	"SBK1"	"3"
"QTL:24288"	"BHLHE41"	"5"
"QTL:5224"	"DNMT3A"	"3"
"QTL:8797"	"DNMT3A"	"3"
"QTL:8798"	"DNMT3A"	"3"
"QTL:5257"	"MRPS18B"	"7"
"QTL:584"	"MRPS18B"	"7"
"QTL:24288"	"TESPA1"	"5"
"QTL:2927"	"TESPA1"	"5"
"QTL:984"	"TESPA1"	"5"
"QTL:37443"	"SAXO2"	"7"
"QTL:5257"	"SAXO2"	"7"
"QTL:277"	"NOP9"	"7"
"QTL:5257"	"NOP9"	"7"
"QTL:277"	"PLEKHH1"	"7"
"QTL:5257"	"PLEKHH1"	"7"
"QTL:8804"	"PLEKHH1"	"7"
"QTL:8805"	"PLEKHH1"	"7"
"QTL:4251"	"ADCK1"	"7"
"QTL:5257"	"ADCK1"	"7"
"QTL:57019"	"ADCK1"	"7"
"QTL:8804"	"ADCK1"	"7"
"QTL:8805"	"ADCK1"	"7"
"QTL:24289"	"GPI"	"6"
"QTL:5226"	"GPI"	"6"
"QTL:24289"	"SELV"	"6"
"QTL:5226"	"SELV"	"6"
"QTL:24289"	"TPRG1L"	"6"
"QTL:5226"	"TPRG1L"	"6"
"QTL:8665"	"TPRG1L"	"6"
"QTL:17547"	"LDLRAP1"	"6"
"QTL:17563"	"LDLRAP1"	"6"
"QTL:5226"	"LDLRAP1"	"6"
"QTL:8665"	"LDLRAP1"	"6"
"QTL:5223"	"ATP5A1"	"1"
"QTL:5255"	"ATP5A1"	"1"
"QTL:6481"	"ATP5A1"	"1"
"QTL:5223"	"TNFAIP8L3"	"1"
"QTL:5255"	"TNFAIP8L3"	"1"
"QTL:6481"	"TNFAIP8L3"	"1"
"QTL:5223"	"ARID4A"	"1"
"QTL:5255"	"ARID4A"	"1"
"QTL:5229"	"ACTL10"	"17"
"QTL:5229"	"NCOA6"	"17"
"QTL:5224"	"TMEM248"	"3"
"QTL:5224"	"CTF1"	"3"
"QTL:5224"	"CAPN15"	"3"
"QTL:6465"	"CAPN15"	"3"
"QTL:5224"	"TSR3"	"3"
"QTL:6465"	"TSR3"	"3"
"QTL:5224"	"ARID5A"	"3"
"QTL:6465"	"ARID5A"	"3"
"QTL:5224"	"CNRIP1"	"3"
"QTL:6465"	"CNRIP1"	"3"
"QTL:5224"	"ACTR2"	"3"
"QTL:6465"	"ACTR2"	"3"
"QTL:1110"	"KIAA1462"	"10"
"QTL:594"	"KIAA1462"	"10"
"QTL:909"	"AMBRA1"	"2"
"QTL:909"	"MAPK8IP1"	"2"
"QTL:37466"	"GTDC1"	"15"
"QTL:37471"	"NNT"	"16"
"QTL:5228"	"NNT"	"16"
"QTL:8812"	"NNT"	"16"
"QTL:1128"	"PSMC5"	"12"
"QTL:5227"	"PSMC5"	"12"
"QTL:5261"	"PSMC5"	"12"
"QTL:6472"	"PSMC5"	"12"
"QTL:6479"	"PSMC5"	"12"
"QTL:4254"	"RPRML"	"12"
"QTL:5227"	"RPRML"	"12"
"QTL:5261"	"RPRML"	"12"
"QTL:6472"	"RPRML"	"12"
"QTL:6479"	"RPRML"	"12"
"QTL:5227"	"ALDOC"	"12"
"QTL:5261"	"ALDOC"	"12"
"QTL:595"	"ALDOC"	"12"
"QTL:6472"	"ALDOC"	"12"
"QTL:6479"	"ALDOC"	"12"
"QTL:24289"	"NUMBL"	"6"
"QTL:5226"	"NUMBL"	"6"
"QTL:17547"	"TAF12"	"6"
"QTL:17563"	"TAF12"	"6"
"QTL:5226"	"TAF12"	"6"
"QTL:8665"	"TAF12"	"6"
"QTL:24289"	"SEPW1"	"6"
"QTL:5226"	"SEPW1"	"6"
"QTL:5257"	"LST1"	"7"
"QTL:584"	"LST1"	"7"
"QTL:24288"	"PYM1"	"5"
"QTL:2927"	"PYM1"	"5"
"QTL:984"	"PYM1"	"5"
"QTL:24288"	"PLEKHG6"	"5"
"QTL:5257"	"ZNF322"	"7"
"QTL:584"	"ZNF322"	"7"
"QTL:5257"	"YIPF3"	"7"
"QTL:5257"	"DEFB110"	"7"
"QTL:5257"	"ANKRD34C"	"7"
"QTL:5257"	"ABHD17C"	"7"
"QTL:277"	"PEAK1"	"7"
"QTL:5257"	"PEAK1"	"7"
"QTL:277"	"CIDEB"	"7"
"QTL:5257"	"CIDEB"	"7"
"QTL:24289"	"NIP7"	"6"
"QTL:24289"	"SSU72"	"6"
"QTL:5226"	"SSU72"	"6"
"QTL:8665"	"SSU72"	"6"
"QTL:24289"	"PLEKHG5"	"6"
"QTL:5226"	"PLEKHG5"	"6"
"QTL:8665"	"PLEKHG5"	"6"
"QTL:5226"	"FAF1"	"6"
"QTL:276"	"C6orf118"	"1"
"QTL:5223"	"SRSF12"	"1"
"QTL:5223"	"COPS2"	"1"
"QTL:5255"	"COPS2"	"1"
"QTL:6481"	"COPS2"	"1"
"QTL:5223"	"PIGN"	"1"
"QTL:5255"	"PIGN"	"1"
"QTL:1250"	"STX17"	"1"
"QTL:5223"	"STX17"	"1"
"QTL:5255"	"STX17"	"1"
"QTL:582"	"STX17"	"1"
"QTL:822"	"STX17"	"1"
"QTL:845"	"STX17"	"1"
"QTL:5223"	"KIAA0368"	"1"
"QTL:5255"	"KIAA0368"	"1"
"QTL:6463"	"KIAA0368"	"1"
"QTL:6480"	"KIAA0368"	"1"
"QTL:17560"	"PKHD1L1"	"4"
"QTL:5225"	"PKHD1L1"	"4"
"QTL:5256"	"PKHD1L1"	"4"
"QTL:5229"	"PLCG1"	"17"
"QTL:5229"	"CTSA"	"17"
"QTL:5224"	"COX5B"	"3"
"QTL:6465"	"COX5B"	"3"
"QTL:4252"	"STIM2"	"8"
"QTL:4253"	"ZNF827"	"8"
"QTL:1100"	"ZNF827"	"8"
"QTL:5260"	"NDFIP2"	"11"
"QTL:586"	"NDFIP2"	"11"
"QTL:8809"	"ABHD13"	"11"
"QTL:593"	"NPAS4"	"2"
"QTL:909"	"SAAL1"	"2"
"QTL:5227"	"MRPL38"	"12"
"QTL:1128"	"FAM20A"	"12"
"QTL:5227"	"FAM20A"	"12"
"QTL:5261"	"FAM20A"	"12"
"QTL:37460"	"PSMD11"	"12"
"QTL:5227"	"PSMD11"	"12"
"QTL:5261"	"PSMD11"	"12"
"QTL:595"	"PSMD11"	"12"
"QTL:6472"	"PSMD11"	"12"
"QTL:6479"	"PSMD11"	"12"
"QTL:5227"	"KIAA0753"	"12"
"QTL:5261"	"KIAA0753"	"12"
"QTL:6490"	"KIAA0753"	"12"
"QTL:66300"	"KIAA0753"	"12"
"QTL:5227"	"MFSD6L"	"12"
"QTL:5261"	"MFSD6L"	"12"
"QTL:5223"	"ABHD17B"	"1"
"QTL:5255"	"ABHD17B"	"1"
"QTL:8808"	"RAP1GDS1"	"8"
"QTL:5227"	"OR3A2"	"12"
"QTL:5261"	"OR3A2"	"12"
"QTL:17547"	"AFG3L2"	"6"
"QTL:5226"	"AFG3L2"	"6"
"QTL:5259"	"TNNT2"	"10"
"QTL:5227"	"SRSF2"	"12"
"QTL:24289"	"EMC10"	"6"
"QTL:5226"	"EMC10"	"6"
"QTL:24289"	"PPP2R1A"	"6"
"QTL:5226"	"PPP2R1A"	"6"
"QTL:5259"	"DDX59"	"10"
"QTL:17547"	"CIDEA"	"6"
"QTL:5226"	"CIDEA"	"6"
"QTL:24289"	"TNNT1"	"6"
"QTL:5226"	"TNNT1"	"6"
"QTL:8665"	"TNNT1"	"6"
"QTL:24289"	"SPACA4"	"6"
"QTL:5226"	"SPACA4"	"6"
"QTL:5224"	"MRPL33"	"3"
"QTL:24289"	"PRX"	"6"
"QTL:5226"	"PRX"	"6"
"QTL:24288"	"BCDIN3D"	"5"
"QTL:2927"	"BCDIN3D"	"5"
"QTL:5223"	"FAM169B"	"1"
"QTL:5255"	"FAM169B"	"1"
"QTL:6481"	"FAM169B"	"1"
"QTL:24289"	"CORT"	"6"
"QTL:5226"	"CORT"	"6"
"QTL:8665"	"CORT"	"6"
"QTL:37463"	"TMEM102"	"12"
"QTL:5227"	"TMEM102"	"12"
"QTL:5261"	"TMEM102"	"12"
"QTL:24289"	"CIAPIN1"	"6"
"QTL:5257"	"PNPLA1"	"7"
"QTL:5257"	"ZNF318"	"7"
"QTL:277"	"STXBP6"	"7"
"QTL:5257"	"STXBP6"	"7"
"QTL:24289"	"TBCB"	"6"
"QTL:5226"	"TBCB"	"6"
"QTL:24289"	"KIAA2013"	"6"
"QTL:5226"	"KIAA2013"	"6"
"QTL:8665"	"KIAA2013"	"6"
"QTL:17563"	"PADI1"	"6"
"QTL:24289"	"PADI1"	"6"
"QTL:5226"	"PADI1"	"6"
"QTL:8665"	"PADI1"	"6"
"QTL:17563"	"PADI3"	"6"
"QTL:24289"	"PADI3"	"6"
"QTL:5226"	"PADI3"	"6"
"QTL:8665"	"PADI3"	"6"
"QTL:17563"	"PADI4"	"6"
"QTL:24289"	"PADI4"	"6"
"QTL:5226"	"PADI4"	"6"
"QTL:8665"	"PADI4"	"6"
"QTL:17563"	"PADI6"	"6"
"QTL:24289"	"PADI6"	"6"
"QTL:5226"	"PADI6"	"6"
"QTL:8665"	"PADI6"	"6"
"QTL:5223"	"TUBGCP4"	"1"
"QTL:5255"	"TUBGCP4"	"1"
"QTL:6481"	"TUBGCP4"	"1"
"QTL:5223"	"PSAT1"	"1"
"QTL:5255"	"PSAT1"	"1"
"QTL:582"	"PSAT1"	"1"
"QTL:5225"	"PTDSS1"	"4"
"QTL:5256"	"PTDSS1"	"4"
"QTL:5256"	"SDCBP"	"4"
"QTL:5229"	"SDCBP2"	"17"
"QTL:5229"	"BD129"	"17"
"QTL:5224"	"DCTN1"	"3"
"QTL:6465"	"DCTN1"	"3"
"QTL:1100"	"IL2"	"8"
"QTL:8808"	"IL2"	"8"
"QTL:1214"	"PNPLA4"	"X"
"QTL:909"	"RAG2"	"2"
"QTL:5228"	"FAM105A"	"16"
"QTL:5228"	"OTULIN"	"16"
"QTL:5228"	"GEMIN5"	"16"
"QTL:5227"	"NF1"	"12"
"QTL:5261"	"NF1"	"12"
"QTL:595"	"NF1"	"12"
"QTL:6472"	"NF1"	"12"
"QTL:6479"	"NF1"	"12"
"QTL:37463"	"FXR2"	"12"
"QTL:5227"	"FXR2"	"12"
"QTL:5261"	"FXR2"	"12"
"QTL:37450"	"EXOC1"	"8"
"QTL:4253"	"EXOC1"	"8"
"QTL:1100"	"EXOC1"	"8"
"QTL:17563"	"PADI2"	"6"
"QTL:24289"	"PADI2"	"6"
"QTL:5226"	"PADI2"	"6"
"QTL:8665"	"PADI2"	"6"
"QTL:5223"	"TIMM9"	"1"
"QTL:5255"	"TIMM9"	"1"
"QTL:277"	"NOP10"	"7"
"QTL:5257"	"NOP10"	"7"
"QTL:277"	"SLC39A9"	"7"
"QTL:4251"	"SLC39A9"	"7"
"QTL:5257"	"SLC39A9"	"7"
"QTL:8804"	"SLC39A9"	"7"
"QTL:8805"	"SLC39A9"	"7"
"QTL:5226"	"CH242-210N13.2"	"6"
"QTL:17547"	"NR0B2"	"6"
"QTL:17563"	"NR0B2"	"6"
"QTL:5226"	"NR0B2"	"6"
"QTL:8665"	"NR0B2"	"6"
"QTL:5224"	"MSLN"	"3"
"QTL:6465"	"MSLN"	"3"
"QTL:5224"	"MSLNL"	"3"
"QTL:6465"	"MSLNL"	"3"
"QTL:24288"	"KLRG1"	"5"
"QTL:5257"	"C6orf62"	"7"
"QTL:584"	"C6orf62"	"7"
"QTL:5257"	"WDR46"	"7"
"QTL:24289"	"RPL13A"	"6"
"QTL:5226"	"RPL13A"	"6"
"QTL:5223"	"PRDM13"	"1"
"QTL:5223"	"MLLT3"	"1"
"QTL:5255"	"MLLT3"	"1"
"QTL:5223"	"PLPP6"	"1"
"QTL:5255"	"PLPP6"	"1"
"QTL:5223"	"SMARCA2"	"1"
"QTL:5255"	"SMARCA2"	"1"
"QTL:1250"	"TMEM38B"	"1"
"QTL:5223"	"TMEM38B"	"1"
"QTL:5255"	"TMEM38B"	"1"
"QTL:822"	"TMEM38B"	"1"
"QTL:845"	"TMEM38B"	"1"
"QTL:585"	"BOD1L1"	"8"
"QTL:5260"	"MRPS31"	"11"
"QTL:5259"	"MIA3"	"10"
"QTL:1107"	"CREM"	"10"
"QTL:2928"	"CREM"	"10"
"QTL:593"	"BAD"	"2"
"QTL:909"	"PEX16"	"2"
"QTL:2929"	"EME1"	"12"
"QTL:5227"	"EME1"	"12"
"QTL:5261"	"EME1"	"12"
"QTL:595"	"EME1"	"12"
"QTL:6472"	"EME1"	"12"
"QTL:6479"	"EME1"	"12"
"QTL:37460"	"CRLF3"	"12"
"QTL:5227"	"CRLF3"	"12"
"QTL:5261"	"CRLF3"	"12"
"QTL:595"	"CRLF3"	"12"
"QTL:6472"	"CRLF3"	"12"
"QTL:6479"	"CRLF3"	"12"
"QTL:5224"	"EME2"	"3"
"QTL:6465"	"EME2"	"3"
"QTL:5227"	"SMIM5"	"12"
"QTL:24289"	"AGTRAP"	"6"
"QTL:5226"	"AGTRAP"	"6"
"QTL:8665"	"AGTRAP"	"6"
"QTL:5223"	"ELAC1"	"1"
"QTL:5255"	"ELAC1"	"1"
"QTL:6481"	"ELAC1"	"1"
"QTL:17555"	"GIPC2"	"6"
"QTL:5226"	"GIPC2"	"6"
"QTL:583"	"GIPC2"	"6"
"QTL:6468"	"GIPC2"	"6"
"QTL:4253"	"UTP3"	"8"
"QTL:1100"	"UTP3"	"8"
"QTL:1100"	"AIMP1"	"8"
"QTL:8808"	"AIMP1"	"8"
"QTL:2927"	"UPK3A"	"5"
"QTL:24288"	"CDCA3"	"5"
"QTL:5257"	"HIST1H1D"	"7"
"QTL:584"	"HIST1H1D"	"7"
"QTL:277"	"SCFD1"	"7"
"QTL:5257"	"SCFD1"	"7"
"QTL:24289"	"IL4I1"	"6"
"QTL:5226"	"IL4I1"	"6"
"QTL:24289"	"FUZ"	"6"
"QTL:5226"	"FUZ"	"6"
"QTL:5223"	"RPL4"	"1"
"QTL:5255"	"RPL4"	"1"
"QTL:5223"	"MRPS11"	"1"
"QTL:5255"	"MRPS11"	"1"
"QTL:5223"	"RGP1"	"1"
"QTL:5255"	"RGP1"	"1"
"QTL:582"	"RGP1"	"1"
"QTL:5224"	"ATP6V0C"	"3"
"QTL:6465"	"ATP6V0C"	"3"
"QTL:5224"	"GCC2"	"3"
"QTL:6465"	"GCC2"	"3"
"QTL:5224"	"CFAP36"	"3"
"QTL:4253"	"MSMO1"	"8"
"QTL:1100"	"MSMO1"	"8"
"QTL:593"	"VPS51"	"2"
"QTL:5228"	"FAXDC2"	"16"
"QTL:5227"	"TMEM104"	"12"
"QTL:5224"	"ARMC5"	"3"
"QTL:24289"	"SIRT2"	"6"
"QTL:5226"	"SIRT2"	"6"
"QTL:5229"	"NECAB3"	"17"
"QTL:5257"	"HIST1H1B"	"7"
"QTL:584"	"HIST1H1B"	"7"
"QTL:4254"	"SLC25A39"	"12"
"QTL:5227"	"SLC25A39"	"12"
"QTL:5261"	"SLC25A39"	"12"
"QTL:6472"	"SLC25A39"	"12"
"QTL:6479"	"SLC25A39"	"12"
"QTL:24288"	"GPR162"	"5"
"QTL:24289"	"ZNF423"	"6"
"QTL:5226"	"ZNF423"	"6"
"QTL:24289"	"GPR153"	"6"
"QTL:5226"	"GPR153"	"6"
"QTL:8665"	"GPR153"	"6"
"QTL:17547"	"ZNF521"	"6"
"QTL:5226"	"ZNF521"	"6"
"QTL:66298"	"ZNF521"	"6"
"QTL:5223"	"GTF2A2"	"1"
"QTL:5255"	"GTF2A2"	"1"
"QTL:6481"	"GTF2A2"	"1"
"QTL:5224"	"CDIP1"	"3"
"QTL:6465"	"CDIP1"	"3"
"QTL:5224"	"LITAF"	"3"
"QTL:6465"	"LITAF"	"3"
"QTL:24288"	"ESPL1"	"5"
"QTL:2927"	"ESPL1"	"5"
"QTL:5257"	"TCF19"	"7"
"QTL:584"	"TCF19"	"7"
"QTL:5257"	"RPS10"	"7"
"QTL:5257"	"PEX6"	"7"
"QTL:5257"	"WDR93"	"7"
"QTL:24289"	"PRODH2"	"6"
"QTL:5226"	"PRODH2"	"6"
"QTL:17547"	"NT5C1A"	"6"
"QTL:5226"	"NT5C1A"	"6"
"QTL:5223"	"TRIP4"	"1"
"QTL:5255"	"TRIP4"	"1"
"QTL:6481"	"TRIP4"	"1"
"QTL:5223"	"TERB2"	"1"
"QTL:5255"	"TERB2"	"1"
"QTL:6481"	"TERB2"	"1"
"QTL:5223"	"BAHD1"	"1"
"QTL:5255"	"BAHD1"	"1"
"QTL:6481"	"BAHD1"	"1"
"QTL:17560"	"EMC2"	"4"
"QTL:5225"	"EMC2"	"4"
"QTL:5256"	"EMC2"	"4"
"QTL:5225"	"DCAF13"	"4"
"QTL:5256"	"DCAF13"	"4"
"QTL:5224"	"RPUSD1"	"3"
