"","accessionID","accessionName","accessionDescription","fromGenebank","fromGenebankID","fromGenebankID2","spp","speciesName","taxonomyID","subTaxaID","gpsLat","gpsLat_txt","gpsLong","gpsLong_txt","adm1","adm2","collectionSiteCountry","adm0","collectionSite","collectionSiteDetails","collectionSiteProvence","collectionDate","colNu_IPD","elevation","chromosomeNumber","germplasmStatus","MTA","ploidy","storageID","remarkID","dateCreated","lastUpdate"
"91","EA00091","ISLA MARGARITA",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"92","EA00092","Italian Pear","indet, torpedo shape","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"93","EA00093","JAUNE PLISSE","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"94","EA00094","JIMMY JOE","indet, flat pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"95","EA00095","Jordan","indet, yellow hollow","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"96","EA00096","Julia","det, red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"97","EA00097","KELLEHER'S OXHEART","indet, large red heart","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"98","EA00098","Khirhiv","indet, large red plum","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"99","EA00099","KIEV","indet, large red bomb shaped","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"100","EA00100","KING GEORGE","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"101","EA00101","KOSOVO","indet, large pink heart","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"102","EA00102","KRIVNY NORTH","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"103","EA00103","KRIVNY RIH","semi-det","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"104","EA00104","Lady Luck","indet, red, pointed end","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"105","EA00105","Large dark purple","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"106","EA00106","Lemmony","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"107","EA00107","LENINQRADSKI","indet, small red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"108","EA00108","Lucy",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"109","EA00109","LUGWIG","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"110","EA00110","MADAGASCAR","indet, small pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"111","EA00111","Magnus","indet, large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"112","EA00112","MALINOWSKI","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"113","EA00113","MAMA LEONE","indet, red, almost heart shaped","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"114","EA00114","MARASOL","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"115","EA00115","Mariette","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"116","EA00116","Maritza Rose","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"117","EA00117","MARIZOL BRATKA","indet, large","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"118","EA00118","Mark Twain","indet, large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"119","EA00119","MARVEL","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"120","EA00120","Mary Ann","indet, red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"121","EA00121","Mary Italian",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"122","EA00122","Mary Robinson","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"123","EA00123","Maryland","indet, oblate red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"124","EA00124","Maryland pink","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"125","EA00125","MELVINA","indet, large red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"126","EA00126","Miam Nipa",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"127","EA00127","Milail Mariam","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"128","EA00128","MILKA'S RED BULGARIAN","indet, large red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"129","EA00129","NAGY KATAI","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"130","EA00130","NECTAR ROSE","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"131","EA00131","NEVES AZOREAN",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"132","EA00132","Nina's Heirloom","indet, large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"133","EA00133","NO NAME PINK",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"134","EA00134","NO NAME RED",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"135","EA00135","NOIR CHARBONNEUSE","INDET, Large black","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"136","EA00136","Olga's Round","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"137","EA00137","OPTIMUS","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"138","EA00138","ORANGE BOURGOIN","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"139","EA00139","Orange King","DET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"140","EA00140","ORANGE RUSSIAN #117","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"141","EA00141","Orange Tree","dwarf, orange","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"142","EA00142","Orenberg Giant","indet, pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"143","EA00143","ORNGE LANTERN","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"144","EA00144","PALTE D' HAITI","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"145","EA00145","Pantano Romanesco","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"146","EA00146","PARAGON","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"147","EA00147","PARAGON YELLOW","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"148","EA00148","PEACE","semi-der","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"149","EA00149","PEAK OF PERFECTION","INDET, large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"150","EA00150","Perfection","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"151","EA00151","PETIT COUR DE BOEUF","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"152","EA00152","PHIL'S FANTASTIC","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"153","EA00153","PINEAPPLE FOG","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"154","EA00154","PINK BULGARIAN","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"155","EA00155","Poitron Escarlate","indet, small red pears","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"156","EA00156","Polish (Ellis)","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"157","EA00157","Polish Joe",NA,"C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"158","EA00158","POLISH PINK","INDET, pink hearts","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"159","EA00159","POLISH RED","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"160","EA00160","POLONAISE JAUNE","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"161","EA00161","POMME D' OR","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"162","EA00162","Potato leaf yellow","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"163","EA00163","PRECIOUS","DET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"164","EA00164","PROVENZANO","Indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"165","EA00165","PURPLE CHERRY","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"166","EA00166","PURPUR ISONICA","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"167","EA00167","PURPUR KONIG","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"168","EA00168","PURTUGUESE","indet, large pink heart","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"169","EA00169","QUEEN MARY","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"170","EA00170","QUINTO","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"171","EA00171","RAY'S GOLDEN","SEMI-DET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"172","EA00172","RED BARN","Indet, large red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"173","EA00173","RED BARON","Indet, Large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"174","EA00174","REDFIELD BEAUTY","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"175","EA00175","ROSE VIOLETTE","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"176","EA00176","Royal Purple","indet","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"177","EA00177","RUSSIAN (CRAIG)","INDET, large red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"178","EA00178","RUSSIAN BOGATYR","INDET, large pink","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"179","EA00179","SELWYN YELLOW","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"180","EA00180","SHUNTUKSKI","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"181","EA00181","SKIF'S GOLD","SEMI-DET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"182","EA00182","SOLGOLD","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"183","EA00183","SOLYMARI","INDET, red cherries","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"184","EA00184","SOUTHEN NIGHT","DET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"185","EA00185","SPADARO","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"186","EA00186","Ste. Lucie","indet, large red","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"187","EA00187","STEVE","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"188","EA00188","Success","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"189","EA00189","SUNSHINE","INDET, flattened yellow","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"190","EA00190","SUPER COLOSSE","Indet, red beefs","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"191","EA00191","SWEET HORIZON","INDET, orange heart","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"192","EA00192","TAD","INDET, striped","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
"193","EA00193","TANGERINE","INDET","C. Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unk",NA,NA,NA,NA,NA,NA,NA,NA,"cultivated","Zamir",NA,NA,NA,"2009-09-18","2010-02-11 13:33:17"
