ubp3 (saccharomyces cerevisiae s288c);368510;is functionally related to;wortmannin;1366409;10.0
snf8 (saccharomyces cerevisiae s288c);1900406;is functionally related to;wortmannin;1366409;5.0
did4 (saccharomyces cerevisiae s288c);1899801;is functionally related to;wortmannin;1366409;5.0
did4 (saccharomyces cerevisiae s288c);1899801;is functionally related to;cholesta-7,24-dien-3-ol;1359828;5.0
bro1 (saccharomyces cerevisiae s288c);1899309;is functionally related to;wortmannin;1366409;5.0
bro1 (saccharomyces cerevisiae s288c);1899309;is functionally related to;cholesta-7,24-dien-3-ol;1359828;5.0
stp22 (saccharomyces cerevisiae s288c);1889021;is functionally related to;wortmannin;1366409;5.0
stp22 (saccharomyces cerevisiae s288c);1889021;is functionally related to;cholesta-7,24-dien-3-ol;1359828;5.0
